Date,Open,High,Low,Close,Volume
2012-09-28,20.57,21.95,20.5,21.66,65485920
2012-10-01,22.08,22.59,21.73,21.99,51262680
2012-10-02,22.08,22.49,21.82,22.27,29341392
2012-10-03,22.3,22.49,21.8,21.83,32000080
2012-10-04,22.32,22.4,21.41,21.95,46894596
2012-10-05,21.49,21.63,20.88,20.91,40529224
2012-10-08,20.4,20.75,20.16,20.4,32236628
2012-10-09,20.39,20.55,19.97,20.23,27161736
2012-10-10,19.93,19.94,19.45,19.64,39321760
2012-10-11,19.88,19.96,19.61,19.75,21817228
2012-10-12,19.75,19.8,19.48,19.52,18809396
2012-10-15,19.68,19.88,19.49,19.52,20189668
2012-10-16,19.68,19.69,19.3,19.48,21834688
2012-10-17,19.5,20.48,19.37,19.88,44074432
2012-10-18,19.7,19.79,18.89,18.98,52157368
2012-10-19,19.0,19.06,18.8,19.0,34834948
2012-10-22,19.2,19.43,19.05,19.32,32447004
2012-10-23,19.25,19.8,19.1,19.5,78381104
2012-10-24,24.13,24.25,22.85,23.23,228949136
2012-10-25,23.29,23.31,22.47,22.56,76141920
2012-10-26,22.4,22.88,21.88,21.94,73259520
2012-10-31,20.82,21.5,20.73,21.11,99378184
2012-11-01,21.08,21.44,21.01,21.21,37713888
2012-11-02,21.26,21.69,21.07,21.18,38344332
2012-11-05,21.1,21.48,20.92,21.25,31806692
2012-11-06,21.24,21.37,20.99,21.17,29062642
2012-11-07,20.85,20.95,20.37,20.47,33396732
2012-11-08,20.52,20.73,19.98,19.99,34254536
2012-11-09,19.95,20.0,19.13,19.21,42295432
2012-11-12,19.15,20.17,18.87,20.07,67349112
2012-11-13,19.61,20.11,19.56,19.86,71775072
2012-11-14,20.1,22.5,19.93,22.36,229750912
2012-11-15,22.34,22.5,21.65,22.17,78857408
2012-11-16,22.25,23.93,22.18,23.56,107182168
2012-11-19,23.95,24.12,22.82,22.92,85021256
2012-11-20,22.73,23.9,22.7,23.1,46655292
2012-11-21,23.22,24.53,23.05,24.32,89862344
2012-11-23,24.58,24.68,23.88,24.0,29520312
2012-11-26,24.93,26.09,24.81,25.94,123862048
2012-11-27,26.04,26.5,25.46,26.15,85760072
2012-11-28,25.94,26.49,25.75,26.36,49205508
2012-11-29,26.5,27.52,26.16,27.32,88759064
2012-11-30,27.26,28.0,26.76,28.0,127049544
2012-12-03,28.0,28.88,26.98,27.04,123525096
2012-12-04,27.06,27.76,26.68,27.46,72912720
2012-12-05,27.75,27.9,27.26,27.71,58974840
2012-12-06,27.68,27.75,26.82,26.97,46001492
2012-12-07,27.07,27.78,26.84,27.48,51751808
2012-12-10,27.17,28.17,27.1,27.84,50608464
2012-12-11,28.07,28.24,27.66,27.98,77099032
2012-12-12,28.0,28.14,27.37,27.58,46704200
2012-12-13,27.59,28.75,27.43,28.24,81051552
2012-12-14,28.18,28.33,26.76,26.81,91631544
2012-12-17,26.77,27.0,26.32,26.75,57742404
2012-12-18,26.96,27.91,26.9,27.71,60512872
2012-12-19,27.83,28.22,26.95,27.41,61390120
2012-12-20,27.49,27.6,27.13,27.36,35574784
2012-12-21,26.66,27.01,26.12,26.26,54555184
2012-12-24,26.5,26.96,26.2,26.93,28230036
2012-12-26,27.03,27.18,26.38,26.51,33175320
2012-12-27,26.55,26.8,25.52,26.05,43481680
2012-12-28,25.48,26.11,25.15,25.91,56574796
2012-12-31,26.2,26.99,26.11,26.62,60374424
2013-01-02,27.44,28.18,27.42,28.0,69844976
2013-01-03,27.88,28.47,27.59,27.77,63140528
2013-01-04,28.01,28.93,27.83,28.76,72715352
2013-01-07,28.69,29.79,28.65,29.42,83781728
2013-01-08,29.51,29.6,28.86,29.06,45870932
2013-01-09,29.67,30.6,29.49,30.59,104787656
2013-01-10,30.6,31.45,30.28,31.3,95316368
2013-01-11,31.28,31.96,31.1,31.72,89597984
2013-01-14,32.08,32.21,30.62,30.95,98886856
2013-01-15,30.64,31.71,29.88,30.1,173242352
2013-01-16,30.21,30.35,29.53,29.85,75332648
2013-01-17,30.08,30.42,30.03,30.14,40256608
2013-01-18,30.31,30.44,29.27,29.66,49631496
2013-01-22,29.75,30.89,29.74,30.73,55243212
2013-01-23,31.1,31.5,30.8,30.82,48899740
2013-01-24,31.27,31.49,30.81,31.08,43845048
2013-01-25,31.41,31.93,31.13,31.54,54363552
2013-01-28,31.88,32.51,31.81,32.47,59681408
2013-01-29,32.0,32.07,30.71,30.79,72976496
2013-01-30,30.98,31.49,30.88,31.24,87682080
2013-01-31,29.15,31.47,28.74,30.98,190743616
2013-02-01,31.01,31.02,29.63,29.73,85856664
2013-02-04,29.06,29.2,28.01,28.11,92362184
2013-02-05,28.26,28.96,28.04,28.64,47948192
2013-02-06,28.74,29.29,28.66,29.05,38375744
2013-02-07,29.11,29.15,28.27,28.65,34540016
2013-02-08,28.89,29.17,28.51,28.55,37708728
2013-02-11,28.61,28.68,28.04,28.26,37361744
2013-02-12,27.67,28.16,27.1,27.37,93495632
2013-02-13,27.36,28.32,27.31,27.91,50163960
2013-02-14,28.02,28.63,28.01,28.5,35618412
2013-02-15,28.52,28.75,28.09,28.32,33109104
2013-02-19,28.23,29.08,28.12,28.93,49411548
2013-02-20,28.92,29.05,28.33,28.46,42098120
2013-02-21,28.28,28.55,27.15,27.28,49647672
2013-02-22,27.62,27.63,26.82,27.13,36350148
2013-02-25,27.16,27.64,27.15,27.27,34651984
2013-02-26,27.36,27.46,26.7,27.39,31611642
2013-02-27,27.34,27.34,26.63,26.87,44319628
2013-02-28,26.84,27.3,26.34,27.25,83027720
2013-03-01,27.05,28.12,26.81,27.78,54064732
2013-03-04,27.76,28.06,27.44,27.72,32400644
2013-03-05,27.88,28.18,27.21,27.52,40622188
2013-03-06,28.1,28.13,27.35,27.45,33532526
2013-03-07,27.57,28.68,27.47,28.58,74540112
2013-03-08,28.43,28.47,27.73,27.96,44198840
2013-03-11,28.01,28.64,27.83,28.14,35642056
2013-03-12,28.1,28.32,27.6,27.83,27569590
2013-03-13,27.62,27.65,26.92,27.08,39619444
2013-03-14,27.1,27.43,26.83,27.04,27646380
2013-03-15,27.03,27.06,26.56,26.64,31597364
2013-03-18,26.37,26.79,25.78,26.49,26653640
2013-03-19,26.53,26.9,26.21,26.55,25254152
2013-03-20,26.68,26.69,25.78,25.86,44006432
2013-03-21,25.66,26.11,25.56,25.74,24336012
2013-03-22,25.8,26.01,25.63,25.73,18456268
2013-03-25,25.75,25.8,25.08,25.13,39198948
2013-03-26,25.08,25.48,25.03,25.2,26957136
2013-03-27,25.0,26.28,24.72,26.09,52297328
2013-03-28,26.09,26.17,25.52,25.58,28585612
2013-04-01,25.63,25.89,25.28,25.53,22249212
2013-04-02,25.77,26.12,25.3,25.42,35153292
2013-04-03,25.83,26.39,25.7,26.25,48195120
2013-04-04,26.62,27.23,26.11,27.07,82016744
2013-04-05,26.86,27.8,26.61,27.39,64566512
2013-04-08,27.19,27.2,26.63,26.85,27255982
2013-04-09,26.58,26.89,26.42,26.59,21311012
2013-04-10,27.01,27.84,26.9,27.57,45949360
2013-04-11,27.48,28.1,27.25,28.02,33368462
2013-04-12,28.0,28.0,27.24,27.4,28697400
2013-04-15,27.16,27.48,26.36,26.52,30275356
2013-04-16,26.81,27.11,26.4,26.92,27396392
2013-04-17,26.65,27.2,26.39,26.62,26440536
2013-04-18,26.82,26.82,25.15,25.69,39058904
2013-04-19,25.62,25.96,25.33,25.73,20380862
2013-04-22,25.81,26.36,25.7,25.97,25687548
2013-04-23,26.21,26.33,25.77,25.98,25191468
2013-04-24,25.93,26.4,25.8,26.11,19729808
2013-04-25,26.07,26.4,26.0,26.14,17149964
2013-04-26,26.6,27.62,26.6,26.85,33017958
2013-04-29,27.16,27.41,26.86,26.98,29201070
2013-04-30,27.13,27.85,27.0,27.77,36245632
2013-05-01,27.85,27.91,27.31,27.43,64567592
2013-05-02,28.01,29.02,27.98,28.97,104256920
2013-05-03,29.04,29.07,28.15,28.31,58506376
2013-05-06,28.33,28.46,27.48,27.57,43939308
2013-05-07,27.55,27.85,26.85,26.89,41259084
2013-05-08,26.88,27.3,26.65,27.12,34654852
2013-05-09,27.08,27.55,26.85,27.04,33457150
2013-05-10,27.14,27.3,26.57,26.68,30847022
2013-05-13,26.6,27.32,26.53,26.82,29068764
2013-05-14,26.89,27.28,26.82,27.07,24930208
2013-05-15,26.92,26.99,26.4,26.6,30299760
2013-05-16,26.48,26.55,25.9,26.13,35506976
2013-05-17,26.4,26.6,26.2,26.25,29462604
2013-05-20,26.18,26.19,25.69,25.76,42402872
2013-05-21,25.87,26.07,25.59,25.66,26261210
2013-05-22,25.65,25.85,24.92,25.16,45314476
2013-05-23,24.8,25.53,24.77,25.06,37697200
2013-05-24,24.97,24.97,24.08,24.31,58727880
2013-05-28,24.54,24.54,23.92,24.1,50079640
2013-05-29,23.79,23.81,23.26,23.32,64237704
2013-05-30,24.13,24.78,23.93,24.55,60733120
2013-05-31,24.63,24.95,24.27,24.35,35924916
2013-06-03,24.27,24.32,23.71,23.85,35733796
2013-06-04,23.89,23.93,23.32,23.52,34808996
2013-06-05,23.35,23.7,22.79,22.9,53819644
2013-06-06,22.99,23.09,22.67,22.97,31260660
2013-06-07,23.03,23.4,22.86,23.29,38699124
2013-06-10,24.06,24.6,23.99,24.33,58392984
2013-06-11,24.03,24.35,24.0,24.03,29885808
2013-06-12,24.16,24.26,23.58,23.77,26445790
2013-06-13,23.72,23.83,23.27,23.73,31189248
2013-06-14,23.56,23.89,23.26,23.63,30677066
2013-06-17,23.91,24.25,23.75,24.02,33664420
2013-06-18,24.09,24.69,24.08,24.21,36709004
2013-06-19,24.2,25.19,24.1,24.31,31790524
2013-06-20,24.28,24.75,23.65,23.9,42765584
2013-06-21,24.59,24.7,24.05,24.53,45833816
2013-06-24,23.95,24.11,23.38,23.93,40625948
2013-06-25,24.14,24.43,24.04,24.25,24719988
2013-06-26,24.51,24.65,23.99,24.16,29890204
2013-06-27,24.24,24.84,24.21,24.66,34694012
2013-06-28,24.68,24.98,24.42,24.88,96778880
2013-07-01,24.97,25.06,24.62,24.81,20582196
2013-07-02,24.7,24.77,24.3,24.41,18394008
2013-07-03,24.22,24.71,24.15,24.52,10404332
2013-07-05,24.65,24.66,24.2,24.37,20229452
2013-07-08,24.47,25.04,24.42,24.71,27073984
2013-07-09,25.07,25.49,25.03,25.48,30387888
2013-07-10,25.58,25.83,25.47,25.8,26721794
2013-07-11,25.96,26.0,25.45,25.81,26777354
2013-07-12,25.74,25.93,25.55,25.91,16537840
2013-07-15,25.93,26.43,25.65,26.28,24233956
2013-07-16,26.39,26.75,26.01,26.32,30817554
2013-07-17,26.37,26.78,26.3,26.65,21518464
2013-07-18,26.75,26.77,26.12,26.18,24806824
2013-07-19,25.82,26.11,25.6,25.88,46544936
2013-07-22,25.99,26.13,25.72,26.05,27526212
2013-07-23,26.1,26.3,25.97,26.13,28221534
2013-07-24,26.32,26.53,26.05,26.51,82635584
2013-07-25,33.55,34.88,32.75,34.36,365935200
2013-07-26,33.77,34.73,33.56,34.01,136028896
2013-07-29,34.07,35.63,34.01,35.43,124884872
2013-07-30,35.65,37.96,35.32,37.63,173582704
2013-07-31,37.96,38.31,36.33,36.8,154828672
2013-08-01,37.3,38.29,36.92,37.49,106066472
2013-08-02,37.66,38.49,37.5,38.05,73058424
2013-08-05,38.43,39.32,38.25,39.19,79994776
2013-08-06,39.11,39.25,37.94,38.55,63950792
2013-08-07,38.61,38.94,37.7,38.87,68854768
2013-08-08,39.13,39.19,38.43,38.54,41300904
2013-08-09,38.59,38.74,38.01,38.5,43620024
2013-08-12,38.2,38.5,38.1,38.22,31160952
2013-08-13,38.24,38.32,36.77,37.02,65379200
2013-08-14,36.83,37.55,36.62,36.65,48423888
2013-08-15,36.36,37.07,36.02,36.56,56521096
2013-08-16,36.97,37.49,36.9,37.08,45840712
2013-08-19,37.43,38.28,37.14,37.81,57609592
2013-08-20,38.35,38.58,37.69,38.41,57995140
2013-08-21,38.38,38.85,38.15,38.32,46116868
2013-08-22,38.37,38.75,38.34,38.55,21931164
2013-08-23,39.0,40.63,38.93,40.55,86442280
2013-08-26,40.9,41.94,40.62,41.34,94162360
2013-08-27,40.68,41.2,39.42,39.64,72695048
2013-08-28,39.96,40.85,39.88,40.55,57918192
2013-08-29,40.89,41.78,40.8,41.28,58303396
2013-08-30,42.02,42.26,41.06,41.29,67735056
2013-09-03,41.84,42.16,41.51,41.87,48774896
2013-09-04,42.01,42.17,41.44,41.78,42581856
2013-09-05,41.79,42.77,41.77,42.66,50035380
2013-09-06,43.09,44.61,42.4,43.95,117535624
2013-09-09,44.36,44.79,43.7,44.04,75794696
2013-09-10,44.24,44.26,43.23,43.6,54540280
2013-09-11,43.39,45.09,43.11,45.04,72328248
2013-09-12,45.53,45.62,44.65,44.75,68072240
2013-09-13,45.04,45.08,43.93,44.31,52765300
2013-09-16,44.85,44.94,42.43,42.51,70807760
2013-09-17,42.5,45.44,42.43,45.07,91934560
2013-09-18,44.84,45.47,44.4,45.23,79316944
2013-09-19,45.51,46.05,45.23,45.98,63972368
2013-09-20,46.32,47.6,45.74,47.49,115508400
2013-09-23,47.28,47.55,46.29,47.19,75319200
2013-09-24,48.51,49.66,48.16,48.45,136716096
2013-09-25,49.23,49.54,48.46,49.46,87879616
2013-09-26,50.01,50.6,49.5,50.39,98220048
2013-09-27,50.29,51.28,49.86,51.24,81410464
2013-09-30,50.14,51.6,49.8,50.23,100095416
2013-10-01,49.97,51.03,49.45,50.42,98113696
2013-10-02,50.13,51.1,49.95,50.28,62834428
2013-10-03,50.47,50.72,49.06,49.18,82045320
2013-10-04,49.77,51.16,49.57,51.04,74446944
2013-10-07,50.73,51.29,50.4,50.52,57203956
2013-10-08,50.6,50.6,47.08,47.14,136081328
2013-10-09,47.38,47.84,45.26,46.77,147296864
2013-10-10,47.87,49.68,47.83,49.05,99773784
2013-10-11,49.18,49.87,48.79,49.11,58428452
2013-10-14,48.31,49.63,47.91,49.51,68780552
2013-10-15,49.99,51.0,49.18,49.5,81166568
2013-10-16,50.04,51.24,49.9,51.13,64678248
2013-10-17,51.12,52.22,50.95,52.21,71521896
2013-10-18,54.18,54.83,53.6,54.22,88260096
2013-10-21,54.68,54.81,53.51,53.85,58235284
2013-10-22,54.33,54.76,52.2,52.67,83203888
2013-10-23,51.75,52.25,51.13,51.9,57207152
2013-10-24,52.38,52.84,51.59,52.45,46775184
2013-10-25,53.18,53.24,51.88,51.95,45085348
2013-10-28,51.54,51.7,49.61,50.23,73472344
2013-10-29,50.73,50.79,49.25,49.4,102143472
2013-10-30,50.0,50.21,48.75,49.01,127072656
2013-10-31,47.16,52.0,46.5,50.2,248809008
2013-11-01,50.85,52.09,49.72,49.75,95032880
2013-11-04,49.37,49.75,48.02,48.22,80371216
2013-11-05,47.79,50.18,47.51,50.1,76835008
2013-11-06,50.26,50.45,48.71,49.12,67889336
2013-11-07,49.24,49.87,47.3,47.56,97127616
2013-11-08,47.81,48.65,47.25,47.53,70731176
2013-11-11,47.04,47.53,45.73,46.2,80909624
2013-11-12,46.0,47.37,45.83,46.6,68195832
2013-11-13,46.23,48.74,46.06,48.71,79245344
2013-11-14,48.7,49.57,48.03,48.99,75117048
2013-11-15,49.11,49.48,48.71,49.01,42452936
2013-11-18,48.47,48.84,45.8,45.83,85909888
2013-11-19,46.26,47.0,45.72,46.36,75602416
2013-11-20,46.61,47.55,46.31,46.43,53932696
2013-11-21,46.99,47.46,46.69,46.7,34886168
2013-11-22,47.04,47.27,45.96,46.23,40545376
2013-11-25,46.36,46.65,44.04,44.82,82565328
2013-11-26,44.66,46.17,43.55,45.89,82016488
2013-11-27,45.97,46.67,45.53,46.49,44993196
2013-11-29,46.75,47.21,46.5,47.01,22953916
2013-12-02,46.9,47.54,46.26,47.06,50773648
2013-12-03,46.75,47.2,46.29,46.73,32085904
2013-12-04,46.46,48.77,46.26,48.62,60890176
2013-12-05,48.15,48.7,47.87,48.34,43855036
2013-12-06,48.98,49.39,47.71,47.94,42937660
2013-12-09,48.09,48.97,47.74,48.84,36055892
2013-12-10,48.64,50.77,48.54,50.24,68478560
2013-12-11,50.55,50.77,49.01,49.38,65776368
2013-12-12,51.05,52.07,50.66,51.83,92723032
2013-12-13,51.66,53.5,51.34,53.32,82640992
2013-12-16,53.25,54.5,52.91,53.81,85118520
2013-12-17,54.76,55.18,54.24,54.86,78751464
2013-12-18,54.86,55.89,53.75,55.57,76003480
2013-12-19,54.33,55.19,53.95,55.05,89825392
2013-12-20,54.93,55.15,54.23,55.12,239823904
2013-12-23,55.5,58.32,55.45,57.77,98296984
2013-12-24,58.27,58.58,56.91,57.96,46617752
2013-12-26,58.32,58.38,57.37,57.73,55101368
2013-12-27,57.48,57.68,55.25,55.44,60465752
2013-12-30,54.93,55.18,53.43,53.71,68307320
2013-12-31,54.12,54.86,53.91,54.65,43152128
2014-01-02,54.83,55.22,54.19,54.71,43257624
2014-01-03,55.02,55.65,54.53,54.56,38287704
2014-01-06,54.42,57.26,54.05,57.2,68974360
2014-01-07,57.7,58.55,57.22,57.92,77329008
2014-01-08,57.6,58.41,57.23,58.23,56800776
2014-01-09,58.65,58.96,56.65,57.22,92349224
2014-01-10,57.13,58.3,57.06,57.94,42529256
2014-01-13,57.91,58.25,55.38,55.91,63106520
2014-01-14,56.46,57.78,56.1,57.74,37590988
2014-01-15,57.98,58.57,57.27,57.6,33730620
2014-01-16,57.26,58.02,56.83,57.19,34599776
2014-01-17,57.3,57.82,56.07,56.3,40883204
2014-01-21,56.6,58.58,56.5,58.51,48734148
2014-01-22,58.85,59.31,57.1,57.51,61495880
2014-01-23,56.37,56.68,55.69,56.63,47996404
2014-01-24,56.15,56.42,54.4,54.45,55545336
2014-01-27,54.73,54.94,51.85,53.55,74142328
2014-01-28,54.02,55.28,54.0,55.14,48365000
2014-01-29,54.61,54.95,53.19,53.53,98089936
2014-01-30,62.12,62.5,60.46,61.08,150438704
2014-01-31,60.47,63.37,60.17,62.57,87930296
2014-02-03,63.03,63.77,60.7,61.48,75105992
2014-02-04,62.05,63.14,61.82,62.75,46064896
2014-02-05,62.74,63.16,61.27,62.19,53032420
2014-02-06,61.46,62.78,61.46,62.16,42153752
2014-02-07,62.27,64.57,62.22,64.32,60835744
2014-02-10,64.3,64.49,63.47,63.55,43736560
2014-02-11,63.75,65.0,63.35,64.85,45746832
2014-02-12,64.92,65.06,64.05,64.45,47409856
2014-02-13,64.18,67.33,64.05,67.33,62013396
2014-02-14,67.5,67.58,66.72,67.09,36786428
2014-02-18,66.94,67.54,66.07,67.3,43862296
2014-02-19,67.05,69.08,67.0,68.06,64258632
2014-02-20,67.73,70.11,65.73,69.63,131043744
2014-02-21,69.69,69.96,68.45,68.59,70991888
2014-02-24,68.74,71.44,68.54,70.78,76951944
2014-02-25,70.95,71.0,69.45,69.85,52189032
2014-02-26,70.19,71.22,68.85,69.26,55400400
2014-02-27,69.34,70.01,68.87,68.94,41695856
2014-02-28,69.47,69.88,67.38,68.46,66900864
2014-03-03,66.96,68.05,66.51,67.41,56900444
2014-03-04,68.66,68.9,67.62,68.8,42164224
2014-03-05,69.69,71.97,69.62,71.57,74649488
2014-03-06,71.88,71.89,70.25,70.84,46126260
2014-03-07,71.08,71.18,69.47,69.8,38985764
2014-03-10,70.77,72.15,70.51,72.03,59949744
2014-03-11,72.5,72.59,69.96,70.1,59615240
2014-03-12,69.86,71.35,69.0,70.88,46400432
2014-03-13,71.29,71.35,68.15,68.83,57091156
2014-03-14,68.49,69.43,67.46,67.72,48226824
2014-03-17,68.18,68.95,66.62,68.74,52196700
2014-03-18,68.76,69.6,68.3,69.19,40827224
2014-03-19,69.17,69.29,67.47,68.24,43980560
2014-03-20,68.01,68.23,66.82,66.97,44438500
2014-03-21,67.53,67.92,66.18,67.24,60041228
2014-03-24,67.19,67.36,63.36,64.1,85695872
2014-03-25,64.89,66.19,63.78,64.89,68785504
2014-03-26,64.74,64.95,60.37,60.38,97689776
2014-03-27,60.51,61.9,57.98,60.97,112649696
2014-03-28,61.34,61.95,59.34,60.01,67051528
2014-03-31,60.78,61.52,59.87,60.24,53011204
2014-04-01,60.46,62.66,60.24,62.62,59291208
2014-04-02,63.21,63.91,62.21,62.72,66276612
2014-04-03,62.55,63.17,59.13,59.49,83859328
2014-04-04,59.94,60.2,56.32,56.75,125465776
2014-04-07,55.9,58.0,55.44,56.95,108487568
2014-04-08,57.68,58.71,57.17,58.19,78835936
2014-04-09,59.63,62.46,59.19,62.41,100215304
2014-04-10,63.08,63.18,58.68,59.16,114987616
2014-04-11,57.6,60.31,57.31,58.53,91451960
2014-04-14,60.09,60.45,57.78,58.89,72324600
2014-04-15,59.29,59.68,55.88,59.09,108622704
2014-04-16,59.79,60.19,57.74,59.72,78773520
2014-04-17,59.3,60.58,58.72,58.94,88040344
2014-04-21,59.46,61.24,59.15,61.24,60363620
2014-04-22,62.65,63.44,62.22,63.03,60631312
2014-04-23,63.45,63.48,61.26,61.36,96564752
2014-04-24,63.6,63.65,59.77,60.87,138769344
2014-04-25,59.97,60.01,57.57,57.71,92501528
2014-04-28,58.05,58.31,54.66,56.14,107757760
2014-04-29,56.09,58.28,55.84,58.15,75557200
2014-04-30,57.58,59.85,57.16,59.78,76093008
2014-05-01,60.43,62.28,60.21,61.15,82428608
2014-05-02,61.3,61.89,60.18,60.46,54189196
2014-05-05,59.67,61.35,59.18,61.22,46057412
2014-05-06,60.98,61.15,58.49,58.53,55900808
2014-05-07,58.77,59.3,56.26,57.39,78587248
2014-05-08,57.23,58.82,56.5,56.76,61251052
2014-05-09,56.85,57.65,56.38,57.24,52583856
2014-05-12,57.98,59.9,57.98,59.83,48575488
2014-05-13,59.66,60.89,59.51,59.83,48525476
2014-05-14,59.53,60.45,58.95,59.23,47428584
2014-05-15,59.26,59.38,57.52,57.92,56813940
2014-05-16,58.31,58.45,57.31,58.02,47933076
2014-05-19,57.89,59.56,57.57,59.21,43033924
2014-05-20,59.5,60.19,58.18,58.56,53931468
2014-05-21,58.56,60.5,58.25,60.49,58991504
2014-05-22,60.94,61.48,60.4,60.52,54200116
2014-05-23,60.41,61.45,60.15,61.35,38293992
2014-05-27,61.62,63.51,61.57,63.48,55681664
2014-05-28,63.39,64.14,62.62,63.51,47795088
2014-05-29,63.84,64.3,63.51,63.83,42699672
2014-05-30,63.95,64.17,62.56,63.3,45283576
2014-06-02,63.23,63.59,62.05,63.08,35995536
2014-06-03,62.62,63.42,62.32,62.87,32216708
2014-06-04,62.45,63.59,62.07,63.34,36513992
2014-06-05,63.66,64.36,62.82,63.19,47352368
2014-06-06,63.37,63.48,62.15,62.5,42442096
2014-06-09,62.4,63.34,61.79,62.88,37617412
2014-06-10,63.53,65.82,63.5,65.77,69338144
