,packageId,lastModified,packageLink,docClass,title,congress,dateIssued,summary_url,modsLink,zipLink,text_file
27,CHRG-116shrg44731,2021-07-12T15:44:17Z,https://api.govinfo.gov/packages/CHRG-116shrg44731/summary,SHRG,"Treating Substance Misuse in America: Scams, Shortfalls, and Solutions",116,2019-10-24T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44731/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44731/mods,https://api.govinfo.gov/packages/CHRG-116shrg44731/zip,textfiles/CHRG-116shrg44731.txt
28,CHRG-116shrg44662,2021-07-12T15:44:06Z,https://api.govinfo.gov/packages/CHRG-116shrg44662/summary,SHRG,The United States-Mexico-Canada Agreement,116,2019-07-30T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44662/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44662/mods,https://api.govinfo.gov/packages/CHRG-116shrg44662/zip,textfiles/CHRG-116shrg44662.txt
29,CHRG-116shrg44586,2021-06-09T10:27:14Z,https://api.govinfo.gov/packages/CHRG-116shrg44586/summary,SHRG,"[ERRATA] an Examination of Federal Payments to Local Governments Provided Through the Secure Rural Schools and Payments in Lieu of Taxes Programs, and Testimony on Pending Legislation",116,2019-11-21T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44586/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44586/mods,https://api.govinfo.gov/packages/CHRG-116shrg44586/zip,textfiles/CHRG-116shrg44586.txt
30,CHRG-116shrg44390,2021-06-23T19:25:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44390/summary,SHRG,"Nominations of Brent James Mcintosh, to Be Under Secretary for International Affairs, Department of the Treasury; Brian Callanan, to Be General Counsel, Department of the Treasury; Brian Mcguire, to Be Assistant Secretary for Legislative Affairs, Department of the Treasury; and Travis Greaves, to Be a Judge of the United States Tax Court",116,2019-07-24T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44390/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44390/mods,https://api.govinfo.gov/packages/CHRG-116shrg44390/zip,textfiles/CHRG-116shrg44390.txt
31,CHRG-116shrg44378,2021-06-23T19:24:09Z,https://api.govinfo.gov/packages/CHRG-116shrg44378/summary,SHRG,Promoting Elder Justice: A Call for Reform,116,2019-07-23T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44378/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44378/mods,https://api.govinfo.gov/packages/CHRG-116shrg44378/zip,textfiles/CHRG-116shrg44378.txt
32,CHRG-116shrg44362,2021-05-17T18:10:34Z,https://api.govinfo.gov/packages/CHRG-116shrg44362/summary,SHRG,The President's 2019 Trade Policy Agenda and the United States-Mexico-Canada Agreement,116,2019-06-18T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg44362/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg44362/mods,https://api.govinfo.gov/packages/CHRG-116shrg44362/zip,textfiles/CHRG-116shrg44362.txt
33,CHRG-116shrg43886,2021-05-17T18:09:05Z,https://api.govinfo.gov/packages/CHRG-116shrg43886/summary,SHRG,China's Belt and Road Initiative,116,2019-06-12T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43886/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43886/mods,https://api.govinfo.gov/packages/CHRG-116shrg43886/zip,textfiles/CHRG-116shrg43886.txt
34,CHRG-116shrg43885,2021-06-23T19:24:31Z,https://api.govinfo.gov/packages/CHRG-116shrg43885/summary,SHRG,U.S. Policy in Mexico and Central America: Ensuring Effective Policies to Address the Crisis at the Border,116,2019-09-25T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43885/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43885/mods,https://api.govinfo.gov/packages/CHRG-116shrg43885/zip,textfiles/CHRG-116shrg43885.txt
35,CHRG-116shrg43877,2021-06-23T19:24:25Z,https://api.govinfo.gov/packages/CHRG-116shrg43877/summary,SHRG,Hearing on Pending Nominations,116,2019-11-06T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43877/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43877/mods,https://api.govinfo.gov/packages/CHRG-116shrg43877/zip,textfiles/CHRG-116shrg43877.txt
36,CHRG-116shrg43844,2021-04-12T17:41:58Z,https://api.govinfo.gov/packages/CHRG-116shrg43844/summary,SHRG,"Nominations of David Fabian Black, to Be Deputy Commissioner, Social Security Administration; and Emin Toro, to Be a Judge of the United States Tax Court",116,2019-05-09T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43844/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43844/mods,https://api.govinfo.gov/packages/CHRG-116shrg43844/zip,textfiles/CHRG-116shrg43844.txt
37,CHRG-116shrg43753,2021-05-17T18:09:05Z,https://api.govinfo.gov/packages/CHRG-116shrg43753/summary,SHRG,The 2019 Tax Filing Season and the 21st-Century Irs,116,2019-04-10T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43753/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43753/mods,https://api.govinfo.gov/packages/CHRG-116shrg43753/zip,textfiles/CHRG-116shrg43753.txt
38,CHRG-116shrg43563,2021-03-08T14:05:19Z,https://api.govinfo.gov/packages/CHRG-116shrg43563/summary,SHRG,"Drug Pricing in America: A Prescription for Change, Part III",116,2019-04-09T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43563/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43563/mods,https://api.govinfo.gov/packages/CHRG-116shrg43563/zip,textfiles/CHRG-116shrg43563.txt
39,CHRG-116shrg43315,2021-04-12T17:41:39Z,https://api.govinfo.gov/packages/CHRG-116shrg43315/summary,SHRG,"Servicemember, Family, and Veteran Suicides and Prevention Strategies",116,2019-12-04T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43315/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43315/mods,https://api.govinfo.gov/packages/CHRG-116shrg43315/zip,textfiles/CHRG-116shrg43315.txt
40,CHRG-116shrg43087,2021-07-19T15:56:19Z,https://api.govinfo.gov/packages/CHRG-116shrg43087/summary,SHRG,"Joint Hearing to Receive the Legislative Presentations from AMVETS, PVA, VVA, IAVA, SVA, AXPOW, WWP",116,2019-03-07T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg43087/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg43087/mods,https://api.govinfo.gov/packages/CHRG-116shrg43087/zip,textfiles/CHRG-116shrg43087.txt
41,CHRG-116shrg42911,2021-07-19T15:45:49Z,https://api.govinfo.gov/packages/CHRG-116shrg42911/summary,SHRG,Joint Hearing on the Legislative Presentation of Veterans of Foreign Wars (VFW),116,2019-03-06T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42911/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42911/mods,https://api.govinfo.gov/packages/CHRG-116shrg42911/zip,textfiles/CHRG-116shrg42911.txt
42,CHRG-116shrg42872,2021-02-22T18:19:32Z,https://api.govinfo.gov/packages/CHRG-116shrg42872/summary,SHRG,Challenges in the Retirement System,116,2019-05-14T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42872/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42872/mods,https://api.govinfo.gov/packages/CHRG-116shrg42872/zip,textfiles/CHRG-116shrg42872.txt
43,CHRG-116shrg42868,2021-05-17T18:10:06Z,https://api.govinfo.gov/packages/CHRG-116shrg42868/summary,SHRG,Threats to the Homeland,116,2019-11-05T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42868/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42868/mods,https://api.govinfo.gov/packages/CHRG-116shrg42868/zip,textfiles/CHRG-116shrg42868.txt
44,CHRG-116shrg42755,2021-03-17T19:33:54Z,https://api.govinfo.gov/packages/CHRG-116shrg42755/summary,SHRG,Reviewing Authorities for the Use of Military Force,116,2019-07-24T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42755/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42755/mods,https://api.govinfo.gov/packages/CHRG-116shrg42755/zip,textfiles/CHRG-116shrg42755.txt
45,CHRG-116shrg42739,2021-02-22T18:02:17Z,https://api.govinfo.gov/packages/CHRG-116shrg42739/summary,SHRG,Medicare Physician Payment Reform After Two Years: Examining Macra Implementation and the Road Ahead,116,2019-05-08T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42739/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42739/mods,https://api.govinfo.gov/packages/CHRG-116shrg42739/zip,textfiles/CHRG-116shrg42739.txt
46,CHRG-116shrg42347,2021-04-12T17:41:30Z,https://api.govinfo.gov/packages/CHRG-116shrg42347/summary,SHRG,Toxic Exposure: Examining the VA's Presumptive Disability Decision- Making Process,116,2019-09-25T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42347/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42347/mods,https://api.govinfo.gov/packages/CHRG-116shrg42347/zip,textfiles/CHRG-116shrg42347.txt
47,CHRG-116shrg42323,2021-02-22T18:07:30Z,https://api.govinfo.gov/packages/CHRG-116shrg42323/summary,SHRG,President's Fiscal Year 2020 Budget,116,2019-03-14T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42323/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42323/mods,https://api.govinfo.gov/packages/CHRG-116shrg42323/zip,textfiles/CHRG-116shrg42323.txt
48,CHRG-116shrg42240,2021-02-22T18:01:38Z,https://api.govinfo.gov/packages/CHRG-116shrg42240/summary,SHRG,President's Fiscal Year 2020 Health Care Proposals,116,2019-03-14T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg42240/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg42240/mods,https://api.govinfo.gov/packages/CHRG-116shrg42240/zip,textfiles/CHRG-116shrg42240.txt
49,CHRG-116shrg41995,2021-02-22T18:22:16Z,https://api.govinfo.gov/packages/CHRG-116shrg41995/summary,SHRG,Securing the U.S. Research Enterprise from China's Talent Recruitment Plans,116,2019-11-19T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg41995/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg41995/mods,https://api.govinfo.gov/packages/CHRG-116shrg41995/zip,textfiles/CHRG-116shrg41995.txt
50,CHRG-116shrg41994,2021-02-22T17:55:45Z,https://api.govinfo.gov/packages/CHRG-116shrg41994/summary,SHRG,Approaching 25: The Road Ahead for the World Trade Organization,116,2019-03-12T12:00:00Z,https://api.govinfo.gov/packages/CHRG-116shrg41994/summary?api_key=mHFrk52tb3tnJpM4Vn5M1Ydi4Sckac1ZrV5StAG5,https://api.govinfo.gov/packages/CHRG-116shrg41994/mods,https://api.govinfo.gov/packages/CHRG-116shrg41994/zip,textfiles/CHRG-116shrg41994.txt
